variable,class,count,missing_rate,unique_count,identical_rate,min,p25,p50,p75,max,mean,sd,cv,info_value,PSI_Interval_1,PSI_Interval_2,PSI_Interval_3,PSI_Interval_4,PSI_Interval_5,PSI_Interval_6,Reason
fa58_woe,numeric,29517,0,8,0.2437,-0.18554072739108438,-0.022995371879540066,-0.006023278636730523,0.05776902777781632,0.0657721646027201,-1e-4,0.0659,-458.5031,0.0043250221689392,0,7e-4,0,-0.0042,0,0,"IV, Missing Rate, Identity Filter"
fa62_woe,numeric,29517,0,3,0.8733,-0.040209759966861505,-1.2059255119617642e-4,-1.2059255119617642e-4,-1.2059255119617642e-4,0.04136842456392967,-0,0.0145,-2558.5298,2.1081955497503327e-4,0,-2e-4,-0,-0,0,1e-4,"IV, Missing Rate, Identity Filter"
fp3_woe,numeric,29517,0,7,0.3203,-0.2566632983306358,-0.05487454184933848,0.0230474729839166,0.12283620765406233,0.12283620765406233,-4e-4,0.1141,-255.8424,0.012948527854250508,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
fp4_woe,numeric,29517,0,5,0.5788,-0.22494224581307942,-0.04116126774586269,0.04978575843062924,0.04978575843062924,0.04978575843062924,-3e-4,0.084,-301.1473,0.007000189246267958,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
fp5_woe,numeric,29517,0,5,0.4589,-0.3069878257329564,-0.027081702906704468,0.0342004764656772,0.06650697695229953,0.06650697695229953,-6e-4,0.1129,-190.9837,0.01259488093313413,0,-0,0,4e-4,0,-0.0015,"IV, Missing Rate, Identity Filter"
fp6_woe,numeric,29517,0,7,0.4306,-0.15964853295556827,-0.07387104253999356,-0.00833762670064412,0.07682172720518796,0.07682172720518796,-2e-4,0.0838,-381.0146,0.007010447556910924,0,0,0.0039,0.0036,0,-0.001,"IV, Missing Rate, Identity Filter"
fp8_woe,numeric,29517,0,6,0.4213,-0.38950728490063674,-0.11193272247214803,0.006875534916095556,0.006875534916095556,0.40248988720120843,-7e-4,0.2122,-304.1932,0.04466750382635605,0,-0.0013,0,0,1e-4,0.0016,Correlation Filter
fp9_woe,numeric,29517,0,6,0.3682,-0.32477613802762784,-0.06814505552510827,0.018585153380978922,0.018585153380978922,0.44852670938566147,-5e-4,0.2003,-370.5423,0.03977737839328477,0,-1e-4,0,0,1e-4,0,Correlation Filter
fp10_woe,numeric,29517,0,7,0.3016,-0.3641008870705731,-0.11019606732330242,0.015370563543548474,0.060770844368556315,0.47069702933628665,-6e-4,0.1951,-314.4803,0.0377064577194755,0,-1e-4,0,0,0,0,Correlation Filter
fp11_woe,numeric,29517,0,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
fp12_woe,numeric,29517,0,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
fp13_woe,numeric,29517,0,7,0.4157,-0.32661897598590794,-0.02791062400979883,0.0027014227218072283,0.09524631230343775,0.09524631230343775,-5e-4,0.113,-221.4511,0.012652661132517314,0,0,0,0,0.0011,1e-4,"IV, Missing Rate, Identity Filter"
fp14_woe,numeric,29517,0,7,0.2558,-0.3025416509563491,-0.04627405368087,-0.04627405368087,0.08479632335607143,0.2611309947514482,-6e-4,0.1522,-275.7889,0.023062988558209346,0,-0,0,0,-0.0079,-0.0049,Correlation Filter
fp15_woe,numeric,29517,0,7,0.2713,-0.3273199433495323,-0.08069638224514096,-0.08069638224514096,0.14479630790424655,0.38828940924471617,-6e-4,0.1766,-276.2521,0.030997161117477433,0,-0.0015,0,0,0,0,Correlation Filter
fp17_woe,numeric,29517,0,5,0.4862,-0.19632599155711986,-0.19632599155711986,0.010591063532811902,0.15141655013740443,0.3265904811476964,-9e-4,0.2131,-247.0027,0.04525621688446173,0,2e-4,0,1e-4,1e-4,-4e-4,Correlation Filter
fp19_woe,numeric,29517,0,6,0.2633,-0.2057985855825415,-0.052050497905141664,0.030696490967937994,0.11844654507608814,0.11844654507608814,-2e-4,0.0887,-391.8989,0.007845019501437258,0,0,0,-0.0012,0,0,"IV, Missing Rate, Identity Filter"
fp20_woe,numeric,29517,0,4,0.6201,-0.21589360270332014,0.005401420459067937,0.03969153530577224,0.03969153530577224,0.03969153530577224,-2e-4,0.0747,-337.7207,0.005536982381759557,0,-0,0,6e-4,0.0043,2e-4,"IV, Missing Rate, Identity Filter"
fp21_woe,numeric,29517,0,8,0.2485,-0.13902154988326265,-0.07916906817754868,-0.026639868094357633,0.03482140051096036,0.3356169705758785,-2e-4,0.1361,-565.4062,0.018480421409721722,0,-0.0037,-0.0011,0,0.0013,3e-4,"IV, Missing Rate, Identity Filter"
fp23_woe,numeric,29517,0,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
fp24_woe,numeric,29517,0,8,0.4152,-0.11858351031989035,-0.10038349184735093,-0.05232270633379054,-0.0209648763014579,0.44559956985194127,-1e-4,0.1585,-3146.3285,0.025019703160109243,0,-0.0068,-0.0146,0,0.0176,1e-4,NA
fp25_woe,numeric,29517,0,6,0.3308,-0.29156074317173947,0.003937815518474288,0.04842225464583802,0.04842225464583802,0.08060367859683962,-5e-4,0.1049,-221.635,0.010900737035949345,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
fp26_woe,numeric,29517,0,8,0.4018,-0.08272849637405447,-0.04826440104163366,-0.01566505944087133,0.03256076266321869,0.17169954456166062,-1e-4,0.0673,-687.4052,0.00452639941417422,0,-0,-3e-4,-0,0,1e-4,"IV, Missing Rate, Identity Filter"
fp27_woe,numeric,29517,0,5,0.3594,-0.18726372989508394,-0.10016493649733864,-0.03284750447348824,0.14219865051876374,0.14219865051876374,-3e-4,0.1147,-337.4495,0.013142821996205697,0,-1e-4,-0,-0.0099,3e-4,3e-4,"IV, Missing Rate, Identity Filter"
fp29_woe,numeric,29517,0,8,0.2807,-0.17453009208601297,-0.04374828308488517,-0.0054813680151333775,0.11593395291933768,0.11593395291933768,-3e-4,0.0936,-360.5805,0.008736519437173306,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
fp30_woe,numeric,29517,0,8,0.3445,-0.21107216405347845,0.008859923904142492,0.008859923904142492,0.04513302689960905,0.1622979553035721,-2e-4,0.0805,-386.8052,0.0064469889125141466,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
fp31_woe,numeric,29517,0,8,0.376,-0.30658943467446154,-0.03613071455714642,0.03669510694509792,0.06768221245030193,0.14126102837315904,-5e-4,0.1101,-234.5355,0.01202431770236647,0,-0.0079,0,0,-0.0028,-1e-4,"IV, Missing Rate, Identity Filter"
fp32_woe,numeric,29517,0,8,0.3241,-0.19241619692322326,-0.07252802298643844,0.022041003066429973,0.047800526856082604,0.14331643115657938,-2e-4,0.0854,-360.0889,0.007266077471510934,0,0,0,1e-4,0,-0,"IV, Missing Rate, Identity Filter"
fp33_woe,numeric,29517,0,6,0.308,-0.25298232370369983,-0.0724593250523355,-0.04462547444353176,-0.04462547444353176,0.36310830907284175,-3e-4,0.1696,-505.339,0.02868991190144662,0,-0.0021,-0.0021,-0.006,2e-4,0.01,Correlation Filter
fp35_woe,numeric,29517,0,6,0.5006,-0.21638485945409394,-0.03514597789460708,-0.03514597789460708,0.03824625558071269,0.47768668406566683,-2e-4,0.1513,-1004.1783,0.02275897023767607,0,-0,-2e-4,-1e-4,1e-4,0.0061,Correlation Filter
fp36_woe,numeric,29517,0,8,0.2442,-0.3011315202124706,-0.05252876905822102,0.004877309170230617,0.07845002894934613,0.36523242471700074,-4e-4,0.1528,-359.8806,0.023235753085755102,0,-0.0034,-0.0014,-0.0029,1e-4,0.0027,Correlation Filter
fp37_woe,numeric,29517,0,8,0.2264,-0.13649446574146498,-0.047232552270284583,0.029702677633948738,0.06468204518425996,0.11113507962463028,-1e-4,0.0648,-527.2898,0.004198463768240839,0,8e-4,3e-4,0,-0.0011,-0.0041,"IV, Missing Rate, Identity Filter"
fp38_woe,numeric,29517,0,7,0.2454,-0.35000712399471334,-0.008745839074066127,0.02111990342283346,0.09285371559294459,0.11807665300573533,-7e-4,0.1195,-182.0782,0.014088619107042349,0,-0.0056,-2e-4,-4e-4,0,1e-4,"IV, Missing Rate, Identity Filter"
fp39_woe,numeric,29517,0,8,0.2128,-0.10784369521467371,-0.08478151561576815,-0.023760358774372037,0.07756125695121613,0.13493563271391504,-2e-4,0.0814,-457.5078,0.00661507167242253,0,0,0,-0,0,0.0011,"IV, Missing Rate, Identity Filter"
fp40_woe,numeric,29517,0,6,0.3808,-0.07226375582912149,-0.06044014563893864,-0.02717365904369195,0.07032429074753709,0.09021292670418016,-1e-4,0.0651,-598.4564,0.0042372519398924955,0,-2e-4,-1e-4,0,0.0099,0,"IV, Missing Rate, Identity Filter"
fp41_woe,numeric,29517,0,7,0.3125,-0.08357367949723324,-0.08357367949723324,-0.030413243676391498,0.012690072325154105,0.478309766907911,0,0.1327,4924.7465,0.01753236714184404,0,1e-4,1e-4,-0.0024,2e-4,0.0145,"IV, Missing Rate, Identity Filter"
fp44_woe,numeric,29517,0,8,0.204,-0.26406349371451726,-0.09390102336947656,-0.06352241948080133,0.02274320178297772,0.26959566818410213,-4e-4,0.153,-357.6011,0.023342202033016717,0,-2e-4,0,0,0,0,NA
fp45_woe,numeric,29517,0,9,0.2073,-0.2856684174669016,-0.1087391071633389,-0.05747575591140206,0.06920279195808336,0.4686854477125472,-3e-4,0.163,-553.3938,0.026439750425352494,0,1e-4,2e-4,0.0019,0,-0.0321,NA
fp46_woe,numeric,29517,0,2,0.9478,-0.14978435687151861,0.0082057939849974,0.0082057939849974,0.0082057939849974,0.0082057939849974,-0,0.0352,-735.7409,0.001228973741678388,0,-3e-4,-8e-4,-0,0,7e-4,"IV, Missing Rate, Identity Filter"
fp47_woe,numeric,29517,0,2,0.9615,-0.20753290681973394,0.008229294944799027,0.008229294944799027,0.008229294944799027,0.008229294944799027,-1e-4,0.0415,-556.4361,0.0017076066406799862,0,-8e-4,-0.0036,-0.0025,-6e-4,0,"IV, Missing Rate, Identity Filter"
fp48_woe,numeric,29517,0,2,0.95,-0.10646504610353442,0.005581822416527959,0.005581822416527959,0.005581822416527959,0.005581822416527959,-0,0.0244,-1157.9498,5.942395580211246e-4,0,-3e-4,-3e-4,-5e-4,0,4e-4,"IV, Missing Rate, Identity Filter"
fp49_woe,numeric,29517,0,7,0.3487,-0.547830082371734,-0.10415382317207757,0.06453438421746684,0.06453438421746684,0.20898584810105467,-0.0016,0.1851,-115.3744,0.03357160381013116,0,1e-4,3e-4,0,1e-4,2e-4,Correlation Filter
fp51_woe,numeric,29517,0,8,0.4601,-0.18855914199789214,-0.18855914199789214,0.09031316627684255,0.13189390744390084,0.2736357888049286,-9e-4,0.1785,-209.1936,0.031769568859906526,0,1e-4,0,1e-4,1e-4,-7e-4,Correlation Filter
fp54_woe,numeric,29517,0,6,0.5804,-0.41921367387485914,-0.07297990925660426,0.05356865985505852,0.05356865985505852,0.2234559972709694,-8e-4,0.1431,-170.6615,0.020220832650313318,0,0,0,-5e-4,0,1e-4,Bootstraping Filter
fp55_woe,numeric,29517,0,7,0.2917,-0.2020115865296396,-0.10560349007250447,0.02712420089893974,0.07800053616117433,0.10984618789293596,-3e-4,0.0976,-338.491,0.009496697309687021,0,-0.0064,-0.0026,0,0,0,"IV, Missing Rate, Identity Filter"
fp56_woe,numeric,29517,0,6,0.5427,-0.09350669568864639,-0.09350669568864639,-0.09350669568864639,0.09014471816552175,0.20885223130317515,-3e-4,0.1075,-410.6741,0.011545438923728108,0,-6e-4,-0.0056,0,0.0018,0,"IV, Missing Rate, Identity Filter"
fp57_woe,numeric,29517,0,4,0.6298,-0.07462053469554941,-0.07462053469554941,-0.07462053469554941,0.13716062013639263,0.17508339553782956,-2e-4,0.0998,-468.4808,0.009964423546056152,0,-0.0021,-0.0053,0,0.0018,0,"IV, Missing Rate, Identity Filter"
fp58_woe,numeric,29517,0,3,0.6804,-0.04882938312538799,-0.04882938312538799,-0.04882938312538799,0.09706879163935794,0.11681338061972081,-1e-4,0.0713,-625.7504,0.005082985555089287,0,-3e-4,0,0.0023,0,0,"IV, Missing Rate, Identity Filter"
fp59_woe,numeric,29517,0,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
fp61_woe,numeric,29517,0,2,0.9419,-0.0072775109561352335,-0.0072775109561352335,-0.0072775109561352335,-0.0072775109561352335,0.11778547119001286,-0,0.0292,-1908.6349,8.571238442448051e-4,0,0,-0.0012,0,0,0,"IV, Missing Rate, Identity Filter"
fp63_woe,numeric,29517,0,6,0.5545,-0.5171785038313179,-0.05301734898579048,0.09061035390687738,0.09061035390687738,0.09061035390687738,-0.0013,0.1583,-117.3217,0.024481081062139406,0,1e-4,5e-4,0,0,1e-4,Correlation Filter
fp64_woe,numeric,29517,0,9,0.2635,-0.33693686800942496,-0.016415496028121736,0.03456167215480299,0.10125068886079357,0.10845051425396114,-7e-4,0.1324,-176.8585,0.017328674948463133,0,1e-4,3e-4,0,0,1e-4,"IV, Missing Rate, Identity Filter"
fp65_woe,numeric,29517,0,5,0.5519,-0.3827391349951706,-0.0838000118055676,0.09212011266853057,0.09212011266853057,0.09212011266853057,-0.001,0.1433,-148.4504,0.020230892397170058,0,1e-4,0,-1e-4,0,1e-4,Correlation Filter
fp66_woe,numeric,29517,0,6,0.5754,-0.4279982143999272,-0.05148828083638079,0.08713678426506864,0.08713678426506864,0.08713678426506864,-9e-4,0.1351,-156.3084,0.017955649131107358,0,1e-4,0.0013,0,0,1e-4,"IV, Missing Rate, Identity Filter"
fp67_woe,numeric,29517,0,8,0.2585,-0.5192805672270537,-0.06314044019490664,0.06978137309480721,0.10766424766909602,0.14227759190242503,-0.0014,0.1674,-118.0545,0.027446239793393848,0,1e-4,0.0014,0,0,1e-4,NA
fp68_woe,numeric,29517,0,9,0.2521,-0.19001449640457246,-0.050868135731739574,0.014362184651152689,0.10630055373755355,0.10630055373755355,-3e-4,0.0956,-326.4619,0.009112685959331426,0,-0.0016,-6e-4,0,0.016,0.0038,"IV, Missing Rate, Identity Filter"
fp69_woe,numeric,29517,0,9,0.2532,-0.14552996938684418,-0.06910728235409341,-0.013218343060741383,0.10229500170930829,0.11194498490373478,-2e-4,0.0868,-413.9403,0.0075324441102237,0,0,0,0,0.0024,0,"IV, Missing Rate, Identity Filter"
fp70_woe,numeric,29517,0,7,0.3784,-0.28801903094562525,-0.03505768210887847,0.015276630925418476,0.015276630925418476,0.26667451946885534,-4e-4,0.1182,-334.4421,0.013899939657654674,0,-0.0078,-8e-4,-5e-4,0,6e-4,"IV, Missing Rate, Identity Filter"
fp71_woe,numeric,29517,0,6,0.3736,-0.34270277802563115,-0.13721217258635726,-0.039753827846742536,0.0814242933000695,0.34180990496658453,-6e-4,0.1617,-270.6997,0.025981586398955422,0,-0,0,0,0,0,Correlation Filter
fp72_woe,numeric,29517,0,8,0.2181,-0.4327598461387461,-0.09269585395431572,-0.011712618283339079,0.11745818503624293,0.23214365827961983,-0.001,0.1637,-158.9552,0.02648970419268456,0,-0.0057,0,0,0,0,NA
fp73_woe,numeric,29517,0,6,0.58,-0.08863924343534409,-0.07582008951645372,-0.07582008951645372,-0.018359190979201804,0.3798793067276328,-1e-4,0.1487,-1100.7479,0.02207727587429848,0,-0,-4e-4,1e-4,0.0141,0.033,NA
fp74_woe,numeric,29517,0,8,0.2423,-0.13661779752999198,-0.11645470858670301,0.0015936923223816611,0.07808819930816244,0.15365595102200805,-2e-4,0.0936,-383.0535,0.008739550570584686,0,0,0,-0.0029,0,0,"IV, Missing Rate, Identity Filter"
fp77_woe,numeric,29517,0,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
fp79_woe,numeric,29517,0,7,0.3219,-0.25327004489134625,-0.015647820506895317,0.04359933806072563,0.04359933806072563,0.08651247139723509,-3e-4,0.0875,-298.9337,0.0076057137420188735,0,0,0,0,-0.008,0,"IV, Missing Rate, Identity Filter"
fp80_woe,numeric,29517,0,3,0.6229,-0.10750270689199352,-0.02149763709615095,-0.02149763709615095,0.1060308330088631,0.1060308330088631,-1e-4,0.0676,-603.3103,0.004566157714859675,0,0,0,0,0.0016,0,"IV, Missing Rate, Identity Filter"
mailscore_woe,numeric,29517,0,7,0.2333,-0.2294367057021521,-0.08085896404446667,0.04046035016075807,0.07963232061161789,0.29500366035899384,-5e-4,0.1456,-293.7516,0.021120847369054015,0,-0.013,2e-4,0.0032,0.0024,1e-4,NA
mlevel_woe,numeric,29517,0,4,0.7833,-0.037920309819376614,0.00230477536066119,0.00230477536066119,0.00230477536066119,0.04509193425623862,-0,0.0158,-2360.4668,2.4896366725038276e-4,0,-6e-4,-0,-0,0,2e-4,"IV, Missing Rate, Identity Filter"
mfscore_woe,numeric,29517,0,8,0.2659,-0.546147996188749,-0.24952135327602534,-0.04932821592878213,0.23004222484037,0.5235477523128287,-0.002,0.2617,-130.6846,0.06732989422822314,0,-0.0137,-0.0173,2e-4,0.0117,1e-4,Correlation Filter
