variable,class,count,missing_rate,unique_count,identical_rate,min,p25,p50,p75,max,mean,sd,cv,info_value,PSI_Interval_1,PSI_Interval_2,PSI_Interval_3,PSI_Interval_4,PSI_Interval_5,PSI_Interval_6,Reason
fa29_woe,numeric,29517,0,5,0.3099,-0.09970524609475695,-0.04074064345868708,-0.03985001859027137,0.07324407946188405,0.07324407946188405,-1e-4,0.057,-673.3551,0.0032495932133582797,0,-0.0011,-1e-4,-7e-4,0,3e-4,"IV, Missing Rate, Identity Filter"
fa30_woe,numeric,29517,0,5,0.3392,-0.07998387068823329,-0.04705060467116853,0.02049933664172205,0.02049933664172205,0.06516390966765072,-1e-4,0.049,-740.1745,0.002394837362737604,0,0,-0,-1e-4,0,0.003,"IV, Missing Rate, Identity Filter"
fa31_woe,numeric,29517,0,4,0.4157,-0.087996310092005,-0.03615880878518921,0.010742069764365016,0.03556356561459093,0.03556356561459093,-0,0.0387,-877.2444,0.0014928468017721011,0,0,0,-0.0025,0,0.0031,"IV, Missing Rate, Identity Filter"
fa32_woe,numeric,29517,0,5,0.3578,-0.1253427649769068,-0.004168363854187963,0.011867069101420212,0.039234141620635876,0.039234141620635876,-1e-4,0.0451,-670.7249,0.0020297656399325403,0,-1e-4,-8e-4,-0.0017,0,0,"IV, Missing Rate, Identity Filter"
fa33_woe,numeric,29517,0,4,0.4793,-0.13629844112014503,-0.006462312843877173,-0.006462312843877173,0.017478736048234474,0.03384173396757478,-1e-4,0.0389,-730.9892,0.0015075557094576452,0,0,0,-2e-4,0,0,"IV, Missing Rate, Identity Filter"
fa34_woe,numeric,29517,0,5,0.4032,-0.08563918059284793,-0.07655228576741482,0.03497827399238503,0.03497827399238503,0.048570200209305525,-1e-4,0.0525,-625.1982,0.002747363320895595,0,0.0022,0,-0.0067,0,0,"IV, Missing Rate, Identity Filter"
fa35_woe,numeric,29517,0,4,0.7696,-0.07695270907740158,0.007197467501394329,0.007197467501394329,0.007197467501394329,0.04185367335023563,-0,0.0299,-1079.2599,8.92748008252375e-4,0,0,1e-4,0,-0.001,-8e-4,"IV, Missing Rate, Identity Filter"
fa36_woe,numeric,29517,0,7,0.4119,-0.08958318796026606,-0.015742426223206308,-0.015742426223206308,0.05216967835537145,0.08901202460583452,-1e-4,0.0504,-780.8236,0.0025419005284314194,0,0,0,5e-4,7e-4,0,"IV, Missing Rate, Identity Filter"
fa37_woe,numeric,29517,0,3,0.3808,-0.06545858952425854,-0.06545858952425854,0.01838969033577999,0.05426608030113887,0.05426608030113887,-1e-4,0.0531,-663.2273,0.0028172267589709255,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
fa41_woe,numeric,29517,0,6,0.4463,-0.13399578931477715,-0.08835672618703083,0.016067830344848818,0.028879838687371984,0.12301387844185771,-1e-4,0.0672,-518.1651,0.004509629919446946,0,0,-0,-0.0027,1e-4,0.0019,"IV, Missing Rate, Identity Filter"
fa42_woe,numeric,29517,0,3,0.6156,-0.05282272707966557,-0.05282272707966557,-0.05282272707966557,-0.009873626042069475,0.19403153756937294,-1e-4,0.0918,-718.4412,0.008430068586541254,0,-3e-4,-0.0028,-0,1e-4,0.0069,"IV, Missing Rate, Identity Filter"
fa44_woe,numeric,29517,0,5,0.4602,-0.15834766925806412,-0.027348520108548532,-0.027348520108548532,0.023955835911429704,0.10994864187498325,-1e-4,0.0728,-501.5618,0.005285983158013207,0,-0.0012,-6e-4,-0.0034,0,4e-4,"IV, Missing Rate, Identity Filter"
fa45_woe,numeric,29517,0,4,0.6283,-0.07645547453066669,-0.018539669403162762,-0.018539669403162762,-0.018539669403162762,0.2250482943490442,-1e-4,0.0739,-862.9448,0.005466020536347153,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
fa46_woe,numeric,29517,0,4,0.3586,-0.03994134702112764,-0.03994134702112764,-7.309385665956981e-4,0.05174543760160728,0.05174543760160728,-0,0.0364,-1052.8532,0.0013278996648200588,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
fa47_woe,numeric,29517,0,6,0.3595,-0.09665286050251416,0.009973269252935325,0.009973269252935325,0.031576288607349075,0.031576288607349075,-1e-4,0.042,-746.8436,0.0017609453024988121,0,0.0022,9e-4,0,0,0,"IV, Missing Rate, Identity Filter"
fa48_woe,numeric,29517,0,6,0.3674,-0.17667073733614597,-0.03868937897066272,0.02820823366579844,0.036134301854684754,0.1271135753858877,-1e-4,0.0696,-474.8816,0.004829743635382435,0,0,1e-4,0,-6e-4,-0.0053,"IV, Missing Rate, Identity Filter"
fa49_woe,numeric,29517,0,4,0.6424,-0.2559241789860742,8.313866817123573e-4,0.056231722345467756,0.056231722345467756,0.056231722345467756,-3e-4,0.0919,-285.8093,0.008393538283227439,0,0.0015,0,-0.0014,0,0,"IV, Missing Rate, Identity Filter"
fa50_woe,numeric,29517,0,3,0.8138,-0.12952502601557916,-0.025381957238772,-0.025381957238772,-0.025381957238772,0.20707518334728375,-1e-4,0.0843,-801.3159,0.007118932847204041,0,-3e-4,-0,-0,1e-4,5e-4,"IV, Missing Rate, Identity Filter"
fa53_woe,numeric,29517,0,6,0.4607,-0.11930822103605418,-0.05767799293708843,-0.05767799293708843,0.03032482757008181,0.2288892872832602,-1e-4,0.0847,-642.9309,0.007173761154210889,0,0,-0.0059,-0.0032,0,0,"IV, Missing Rate, Identity Filter"
fa54_woe,numeric,29517,0,5,0.3889,-0.22164211540321266,-0.030098216177364388,-0.030098216177364388,0.11140472615139269,0.11140472615139269,-2e-4,0.0854,-380.7819,0.007269721862689539,0,0.001,6e-4,0,0,0,"IV, Missing Rate, Identity Filter"
fa55_woe,numeric,29517,0,4,0.5454,-0.11539454533173901,-0.037904383766315775,0.032757522047809746,0.032757522047809746,0.032757522047809746,-1e-4,0.0455,-684.3512,0.0020681935072425542,0,0,-0.0034,-0.0069,0,0.0013,"IV, Missing Rate, Identity Filter"
fa56_woe,numeric,29517,0,4,0.6837,-0.04882108245002432,-0.00901913019361464,0.013641675310429938,0.013641675310429938,0.013641675310429938,-0,0.0224,-1507.0571,5.034642049972156e-4,0,0,0,-0,0,0,"IV, Missing Rate, Identity Filter"
fa57_woe,numeric,29517,0,6,0.4567,-0.13376918412106237,-0.06584727718279094,0.05027387407616629,0.05027387407616629,0.07522486662564085,-1e-4,0.059,-569.1648,0.003480640299952997,0,-0.0012,0,0,0,0,"IV, Missing Rate, Identity Filter"
fa58_woe,numeric,29517,0,6,0.3752,-0.18554072739108438,-0.032721688480306585,-0.022995371879540066,0.0517361478620983,0.05776902777781632,-1e-4,0.0637,-467.2672,0.004039949239796139,0,3e-4,0,0,0.0047,0,"IV, Missing Rate, Identity Filter"
fa62_woe,numeric,29517,0,3,0.8733,-0.040209759966861505,-1.2059255119617642e-4,-1.2059255119617642e-4,-1.2059255119617642e-4,0.04136842456392967,-0,0.0145,-2558.5298,2.108195549750333e-4,0,-2e-4,-0,-0,0,1e-4,"IV, Missing Rate, Identity Filter"
fp3_woe,numeric,29517,0,5,0.3203,-0.2566632983306358,-0.04955373488928723,0.0230474729839166,0.12283620765406233,0.12283620765406233,-4e-4,0.1134,-258.0438,0.012787354278329267,0,0,0,0,-0.0172,-0.011,"IV, Missing Rate, Identity Filter"
fp4_woe,numeric,29517,0,4,0.5788,-0.22494224581307942,-0.05989761623112367,0.04978575843062924,0.04978575843062924,0.04978575843062924,-3e-4,0.0838,-301.746,0.006974252656453502,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
fp5_woe,numeric,29517,0,3,0.6004,-0.3069878257329564,-0.006980978675766003,0.05889463850002157,0.05889463850002157,0.05889463850002157,-6e-4,0.1119,-190.866,0.012348511761027876,0,-3e-4,0,2e-4,0,-0.0014,"IV, Missing Rate, Identity Filter"
fp6_woe,numeric,29517,0,4,0.4306,-0.14142049576247995,-0.07387104253999356,-0.004201015594280063,0.07682172720518796,0.07682172720518796,-2e-4,0.0814,-392.0457,0.006604407443691601,0,0.0054,0.0034,0.0035,0,-6e-4,"IV, Missing Rate, Identity Filter"
fp8_woe,numeric,29517,0,4,0.6224,-0.38950728490063674,-0.0246726317839565,-0.0246726317839565,-0.0246726317839565,0.4024898872012085,-6e-4,0.2088,-323.233,0.04328048169552154,0,-0.0023,-0.006,-0.0164,1e-4,5e-4,"IV, Missing Rate, Identity Filter"
fp9_woe,numeric,29517,0,4,0.4546,-0.2600127116371779,-0.06814505552510827,0.028957237455538857,0.028957237455538857,0.44852670938566147,-4e-4,0.1971,-441.3106,0.03857261794484703,0,-0,0,0,1e-4,0,NA
fp10_woe,numeric,29517,0,4,0.5599,-0.3641008870705731,-0.1555995121711383,0.04792865906195327,0.04792865906195327,0.47069702933628665,-6e-4,0.1902,-339.6509,0.03584333780596495,0,-1e-4,0,0,0,0,"IV, Missing Rate, Identity Filter"
fp11_woe,numeric,29517,0,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
fp12_woe,numeric,29517,0,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
fp13_woe,numeric,29517,0,5,0.4157,-0.32661897598590794,-0.02675507933084783,-0.02675507933084783,0.09524631230343775,0.09524631230343775,-5e-4,0.1107,-225.2613,0.012141456026807213,0,0,0,0,9e-4,1e-4,"IV, Missing Rate, Identity Filter"
fp14_woe,numeric,29517,0,4,0.5726,-0.3025416509563491,-0.005518842032176834,-0.005518842032176834,-0.005518842032176834,0.2611309947514482,-5e-4,0.1467,-289.4445,0.021417334397413064,0,-0.0039,0,0,-9e-4,-7e-4,"IV, Missing Rate, Identity Filter"
fp15_woe,numeric,29517,0,5,0.4528,-0.3273199433495323,-0.1111922929437886,-0.1111922929437886,0.14479630790424655,0.38828940924471617,-6e-4,0.1742,-290.2157,0.030176810892204253,0,-5e-4,0,0,0,0,Correlation Filter
fp17_woe,numeric,29517,0,4,0.4862,-0.19632599155711986,-0.19632599155711986,0.010591063532811902,0.15141655013740443,0.31169959115387175,-9e-4,0.2128,-245.002,0.04513601911413926,0,2e-4,0,1e-4,1e-4,-4e-4,Correlation Filter
fp19_woe,numeric,29517,0,5,0.2633,-0.2057985855825415,-0.04604105529877315,0.030696490967937994,0.11844654507608814,0.11844654507608814,-2e-4,0.0886,-392.256,0.007836496894362797,0,0,0,-0.001,0,0,"IV, Missing Rate, Identity Filter"
fp20_woe,numeric,29517,0,4,0.6201,-0.21589360270332014,0.005401420459067937,0.03969153530577224,0.03969153530577224,0.03969153530577224,-2e-4,0.0747,-337.7207,0.005536982381759557,0,-0,0,6e-4,0.0043,2e-4,"IV, Missing Rate, Identity Filter"
fp21_woe,numeric,29517,0,5,0.3771,-0.11182313068656259,-0.11182313068656259,-0.0018008892043621916,-0.0018008892043621916,0.3356169705758785,-2e-4,0.131,-699.8262,0.017137454547154107,0,-0.0017,-6e-4,1e-4,0.0022,5e-4,"IV, Missing Rate, Identity Filter"
fp23_woe,numeric,29517,0,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
fp24_woe,numeric,29517,0,4,0.7763,-0.07262302240968566,-0.07262302240968566,-0.07262302240968566,-0.07262302240968566,0.44559956985194127,-0,0.155,-54635.0475,0.023934632782162017,0,-0.0077,-0.0147,0,0.0294,1e-4,"IV, Missing Rate, Identity Filter"
fp25_woe,numeric,29517,0,3,0.5547,-0.2562998436903165,-0.005015804486849188,0.061413198911943384,0.061413198911943384,0.061413198911943384,-4e-4,0.1027,-228.2064,0.010438469990712363,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
fp26_woe,numeric,29517,0,7,0.4018,-0.08272849637405447,-0.04826440104163366,-0.01566505944087133,0.03256076266321869,0.17169954456166062,-1e-4,0.0672,-687.1823,0.004518069013486162,0,-0,-4e-4,-0,0,2e-4,"IV, Missing Rate, Identity Filter"
fp27_woe,numeric,29517,0,4,0.3594,-0.18726372989508394,-0.10016493649733864,-0.04092688682063943,0.14219865051876374,0.14219865051876374,-3e-4,0.1146,-338.3608,0.013105854495089988,0,-1e-4,-0,-0.011,3e-4,3e-4,"IV, Missing Rate, Identity Filter"
fp29_woe,numeric,29517,0,4,0.3045,-0.17453009208601297,-0.04156027514160403,0.004005910873501471,0.11593395291933768,0.11593395291933768,-2e-4,0.0901,-375.5311,0.008095462925133029,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
fp30_woe,numeric,29517,0,3,0.8208,-0.21107216405347845,0.03039877841532309,0.03039877841532309,0.03039877841532309,0.03039877841532309,-2e-4,0.0684,-380.2,0.004650031206796326,0,0,0,0,0,9e-4,"IV, Missing Rate, Identity Filter"
fp31_woe,numeric,29517,0,4,0.638,-0.25506525238196265,-0.007317610384243412,0.06181681928856655,0.06181681928856655,0.06181681928856655,-4e-4,0.1036,-238.5037,0.010655323625456814,0,-0.0018,0,0,-0.0028,-0,"IV, Missing Rate, Identity Filter"
fp32_woe,numeric,29517,0,3,0.632,-0.12697208016022798,-0.12697208016022798,0.05354233052514314,0.05354233052514314,0.05354233052514314,-2e-4,0.0768,-396.1669,0.0058808600475553675,0,0,0.0026,0.0031,0,-0,"IV, Missing Rate, Identity Filter"
fp33_woe,numeric,29517,0,3,0.5812,-0.1713883807367938,-0.05936673503540835,-0.05936673503540835,-0.05936673503540835,0.28925970174161014,-4e-4,0.1638,-466.2051,0.02681186510878121,0,-0.0053,-0.0015,-0.0056,2e-4,0.0157,"IV, Missing Rate, Identity Filter"
fp35_woe,numeric,29517,0,5,0.5755,-0.21638485945409394,-0.04265757611610852,-0.04265757611610852,0.03824625558071269,0.47768668406566683,-1e-4,0.1506,-1062.6575,0.02254178135820151,0,-0,-0,-4e-4,1e-4,0.0064,"IV, Missing Rate, Identity Filter"
fp36_woe,numeric,29517,0,4,0.572,-0.22490415482458628,-0.03155503617918522,-0.03155503617918522,0.07845002894934613,0.36523242471700074,-3e-4,0.1467,-451.8729,0.021423734185410964,0,-0.0019,-9e-4,-3e-4,1e-4,0.002,"IV, Missing Rate, Identity Filter"
fp37_woe,numeric,29517,0,5,0.4292,-0.13649446574146498,-0.06353656795324793,0.04623629534328709,0.04623629534328709,0.06902810008812933,-1e-4,0.0617,-537.4398,0.003801865489535591,0,0,2e-4,0,-8e-4,-0.0021,"IV, Missing Rate, Identity Filter"
fp38_woe,numeric,29517,0,5,0.4488,-0.35000712399471334,0.004795001678223123,0.004795001678223123,0.08948087326167334,0.09285371559294459,-7e-4,0.1184,-181.3155,0.013820075350550813,0,-0.0066,-3e-4,-5e-4,0,1e-4,"IV, Missing Rate, Identity Filter"
fp39_woe,numeric,29517,0,4,0.3719,-0.10784369521467371,-0.04984586295300373,-0.04984586295300373,0.07756125695121613,0.08874966294891308,-2e-4,0.0784,-470.7057,0.006139401846294823,0,0,0,-5e-4,0,0,"IV, Missing Rate, Identity Filter"
fp40_woe,numeric,29517,0,5,0.4504,-0.06226528312960162,-0.06226528312960162,-0.02717365904369195,0.07032429074753709,0.09021292670418016,-1e-4,0.065,-599.8329,0.004229046556701153,0,-3e-4,-2e-4,0,0.0117,0,"IV, Missing Rate, Identity Filter"
fp41_woe,numeric,29517,0,4,0.6087,-0.05767883363639703,-0.05767883363639703,-0.05767883363639703,-0.00714697961109098,0.478309766907911,1e-4,0.1286,1980.343,0.01646993399466769,0,1e-4,1e-4,-0.0019,2e-4,0.019,"IV, Missing Rate, Identity Filter"
fp44_woe,numeric,29517,0,4,0.4166,-0.18984105090938444,-0.06239807157702455,-0.06239807157702455,-0.0014251094011329569,0.26959566818410213,-4e-4,0.1482,-416.6167,0.021926025387120508,0,-4e-4,0,0,0,0,NA
fp45_woe,numeric,29517,0,5,0.6518,-0.2856684174669016,-0.06600306142751027,-0.06600306142751027,0.06920279195808336,0.4686854477125472,-2e-4,0.1576,-684.3921,0.02471685534049531,0,1e-4,5e-4,4e-4,0,-0.0214,"IV, Missing Rate, Identity Filter"
fp46_woe,numeric,29517,0,2,0.9478,-0.14978435687151861,0.0082057939849974,0.0082057939849974,0.0082057939849974,0.0082057939849974,-0,0.0352,-735.7409,0.001228973741678388,0,-3e-4,-8e-4,-0,0,7e-4,"IV, Missing Rate, Identity Filter"
fp47_woe,numeric,29517,0,2,0.9615,-0.20753290681973394,0.008229294944799027,0.008229294944799027,0.008229294944799027,0.008229294944799027,-1e-4,0.0415,-556.4361,0.0017076066406799862,0,-8e-4,-0.0036,-0.0025,-6e-4,0,"IV, Missing Rate, Identity Filter"
fp48_woe,numeric,29517,0,2,0.95,-0.10646504610353442,0.005581822416527959,0.005581822416527959,0.005581822416527959,0.005581822416527959,-0,0.0244,-1157.9498,5.942395580211246e-4,0,-3e-4,-3e-4,-5e-4,0,4e-4,"IV, Missing Rate, Identity Filter"
fp49_woe,numeric,29517,0,5,0.4762,-0.547830082371734,-0.11807713504448913,0.04852508149305884,0.04852508149305884,0.20898584810105467,-0.0016,0.1839,-115.5097,0.0331240606960096,0,1e-4,0.0013,0,1e-4,2e-4,Correlation Filter
fp51_woe,numeric,29517,0,6,0.4601,-0.18855914199789214,-0.18855914199789214,0.11563286557162424,0.1259436717014783,0.2736357888049286,-9e-4,0.1783,-208.9142,0.03168906700569075,0,1e-4,0,1e-4,1e-4,-0.0012,Bootstraping Filter
fp54_woe,numeric,29517,0,5,0.5804,-0.41921367387485914,-0.09138195819180149,0.05356865985505852,0.05356865985505852,0.2234559972709694,-8e-4,0.1427,-171.3965,0.020102730672849883,0,0,0,-0,0,1e-4,"IV, Missing Rate, Identity Filter"
fp55_woe,numeric,29517,0,5,0.3918,-0.2020115865296396,-0.10560349007250447,0.02712420089893974,0.09772933253602263,0.09772933253602263,-3e-4,0.096,-340.2426,0.009184050105479284,0,-0.0053,-0.0032,0,0,0,"IV, Missing Rate, Identity Filter"
fp56_woe,numeric,29517,0,3,0.5427,-0.09350669568864639,-0.09350669568864639,-0.09350669568864639,0.12419042067260326,0.12419042067260326,-3e-4,0.1036,-388.8667,0.010734403594486049,0,-5e-4,-0.0091,0,0.0012,0.0054,"IV, Missing Rate, Identity Filter"
fp57_woe,numeric,29517,0,3,0.6298,-0.07462053469554941,-0.07462053469554941,-0.07462053469554941,0.14807714992121931,0.14807714992121931,-2e-4,0.0994,-464.6672,0.009884937030718419,0,-0.0027,-0.0043,0,0.0015,0,"IV, Missing Rate, Identity Filter"
fp58_woe,numeric,29517,0,3,0.6804,-0.04882938312538799,-0.04882938312538799,-0.04882938312538799,0.09706879163935794,0.11681338061972081,-1e-4,0.0713,-625.7504,0.005082985555089288,0,-3e-4,0,0.0023,0,0,"IV, Missing Rate, Identity Filter"
fp59_woe,numeric,29517,0,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
fp61_woe,numeric,29517,0,2,0.9419,-0.0072775109561352335,-0.0072775109561352335,-0.0072775109561352335,-0.0072775109561352335,0.11778547119001286,-0,0.0292,-1908.6349,8.571238442448051e-4,0,0,-0.0012,0,0,0,"IV, Missing Rate, Identity Filter"
fp63_woe,numeric,29517,0,4,0.5545,-0.5171785038313179,-0.011396236036188225,0.09061035390687738,0.09061035390687738,0.09061035390687738,-0.0013,0.1556,-117.2228,0.02362425078038417,0,1e-4,7e-4,0,0,1e-4,"IV, Missing Rate, Identity Filter"
fp64_woe,numeric,29517,0,4,0.572,-0.33693686800942496,0.028806451194035913,0.028806451194035913,0.10125068886079357,0.10125068886079357,-7e-4,0.1258,-175.7344,0.01563088410133236,0,0,4e-4,0,0,1e-4,"IV, Missing Rate, Identity Filter"
fp65_woe,numeric,29517,0,4,0.5519,-0.3827391349951706,-0.0965307793494265,0.09212011266853057,0.09212011266853057,0.09212011266853057,-0.001,0.1432,-148.5815,0.020199906421759936,0,1e-4,0,-0,0,1e-4,"IV, Missing Rate, Identity Filter"
fp66_woe,numeric,29517,0,5,0.5754,-0.4279982143999272,-0.05148828083638079,0.08713678426506864,0.08713678426506864,0.08713678426506864,-9e-4,0.1349,-156.666,0.017897053355943257,0,1e-4,0.0011,0,0,1e-4,"IV, Missing Rate, Identity Filter"
fp67_woe,numeric,29517,0,6,0.2771,-0.5192805672270537,-0.09744533525095872,0.041179772554929724,0.10766424766909602,0.14227759190242503,-0.0014,0.1657,-118.2412,0.02687247638051663,0,1e-4,9e-4,0,0,1e-4,Lasso Filter
fp68_woe,numeric,29517,0,5,0.3918,-0.1652758149070641,-0.050868135731739574,9.541233078532262e-4,0.10630055373755355,0.10630055373755355,-3e-4,0.0924,-341.6097,0.008507301483133198,0,-5e-4,-0.0011,-0.0106,0,0.0035,"IV, Missing Rate, Identity Filter"
fp69_woe,numeric,29517,0,7,0.2532,-0.12017417136726055,-0.06910728235409341,-0.013218343060741383,0.10229500170930829,0.10229500170930829,-2e-4,0.0856,-422.2777,0.007321623568828661,0,0,0,0,0.0023,0,"IV, Missing Rate, Identity Filter"
fp70_woe,numeric,29517,0,4,0.4955,-0.18814526624170896,-0.04678830496249268,0.02895568575390193,0.02895568575390193,0.26667451946885534,-3e-4,0.1124,-410.0876,0.012592046681997555,0,0,-0.0026,-0.0067,0,0.001,"IV, Missing Rate, Identity Filter"
fp71_woe,numeric,29517,0,5,0.3736,-0.34270277802563115,-0.13721217258635726,-0.05888851805200407,0.0814242933000695,0.34180990496658453,-6e-4,0.1613,-272.1211,0.02587968594692442,0,-0,0,0,0,0,Correlation Filter
fp72_woe,numeric,29517,0,4,0.3454,-0.36885434842077636,-0.07565575673318448,0.019629182019091775,0.1596632738907233,0.1596632738907233,-0.001,0.1574,-160.2428,0.024503601922581508,0,-0.0042,0,0,0,0,Bootstraping Filter
fp73_woe,numeric,29517,0,3,0.7214,-0.0783315299106477,-0.0783315299106477,-0.0783315299106477,0.05110109668885941,0.31964463499716506,-2e-4,0.1441,-880.9401,0.020759051149379863,0,-0,-3e-4,1e-4,0.0262,0.0216,"IV, Missing Rate, Identity Filter"
fp74_woe,numeric,29517,0,6,0.3195,-0.13661779752999198,-0.11645470858670301,0.03545948274320957,0.07808819930816244,0.15365595102200805,-2e-4,0.0907,-383.8185,0.008214834647340493,0,0.0018,0,-0.0056,0,0,"IV, Missing Rate, Identity Filter"
fp77_woe,numeric,29517,0,1,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,"IV, Missing Rate, Identity Filter"
fp79_woe,numeric,29517,0,5,0.3315,-0.25327004489134625,-0.006750816285307657,0.04359933806072563,0.04359933806072563,0.08651247139723509,-3e-4,0.0863,-301.3176,0.007387372159534955,0,0,0,0,-0.0076,0,"IV, Missing Rate, Identity Filter"
fp80_woe,numeric,29517,0,3,0.6229,-0.10750270689199352,-0.02149763709615095,-0.02149763709615095,0.1060308330088631,0.1060308330088631,-1e-4,0.0676,-603.3103,0.004566157714859675,0,0,0,0,0.0016,0,"IV, Missing Rate, Identity Filter"
mailscore_woe,numeric,29517,0,5,0.4634,-0.2294367057021521,-0.08085896404446667,0.0682315966383164,0.0682315966383164,0.29500366035899384,-5e-4,0.1436,-291.9798,0.020557320912165746,0,-0.0138,2e-4,0.0033,0.0026,1e-4,NA
mlevel_woe,numeric,29517,0,4,0.7833,-0.037920309819376614,0.00230477536066119,0.00230477536066119,0.00230477536066119,0.04509193425623862,-0,0.0158,-2360.4668,2.4896366725038276e-4,0,-6e-4,-0,-0,0,2e-4,"IV, Missing Rate, Identity Filter"
