loan_ID,Idate,FPDvalues,__split__,__pd__,count_1_15_10,sum_2_4_6,sum_limitecredito_personal,poly2__cu85__sq,log1p__score_pred_CATBOOST_MX8__VS__poly2__score_pred_CATBOOST_MX8__sq
142015,2025-02-19,0,train,0.3689075392318383,10,0,3000,132480100,"[0.31,0.38)__X__[0.14,0.22)"
142017,2025-02-19,0,train,0.19616623923234658,10,313000,803000,34299040000,"[-Inf,0.25)__X__[-Inf,0.08)"
142020,2025-02-19,0,train,0.3387432883125894,10,374000,345000,25200400,"[0.31,0.38)__X__[0.14,0.22)"
142022,2025-02-19,0,train,0.1535096045425446,60,464090,5476820,11922456100,"[-Inf,0.25)__X__[-Inf,0.08)"
142023,2025-02-19,1,train,0.4567420368232784,20,39000,64000,2172492100,"[0.38,0.46)__X__[0.22,0.34)"
142024,2025-02-19,0,train,0.27796426328803137,0,407000,3006660,110542950400,"[0.25,0.31)__X__[0.08,0.14)"
142025,2025-02-19,1,train,0.4242066756965614,20,153270,307190,345960000,"[0.38,0.46)__X__[0.22,0.34)"
142030,2025-02-19,0,train,0.2540233850706031,30,502500,3777600,271691137600,"[0.25,0.31)__X__[0.08,0.14)"
142034,2025-02-19,0,train,0.4809776270188969,0,105000,94000,3571257600,"[0.38,0.46)__X__[0.22,0.34)"
142040,2025-02-19,0,train,0.29230751925738996,10,NA,879450,55568632900,"[0.25,0.31)__X__[0.08,0.14)"
142041,2025-02-19,1,train,0.24817480110917353,100,883000,1723000,215379528100,"[0.25,0.31)__X__[0.08,0.14)"
142043,2025-02-19,0,train,0.398055755506055,0,63000,43000,6417612100,"[0.31,0.38)__X__[0.14,0.22)"
142044,2025-02-19,1,train,0.3227938516907923,60,531730,1405670,53296339600,"[0.31,0.38)__X__[0.14,0.22)"
142045,2025-02-19,0,train,0.36572186687048064,0,388000,1188000,75322802500,"[0.31,0.38)__X__[0.14,0.22)"
142048,2025-02-19,0,train,0.46183077603277006,20,305000,294000,10100250000,"[0.38,0.46)__X__[0.22,0.34)"
142051,2025-02-19,0,train,0.42024335293942716,0,314800,1035200,0,"[0.38,0.46)__X__[0.22,0.34)"
142054,2025-02-19,1,train,0.3561624159466214,0,159300,321300,225000000,"[0.31,0.38)__X__[0.14,0.22)"
142058,2025-02-19,0,train,0.4567420368232784,20,0,17000,1193702500,"[0.38,0.46)__X__[0.22,0.34)"
142059,2025-02-19,0,train,0.42024335293942716,0,170250,1131640,74995600,"[0.38,0.46)__X__[0.22,0.34)"
142060,2025-02-19,0,train,0.43377301567063636,50,70740,271760,3282144100,"[0.38,0.46)__X__[0.14,0.22)"
142067,2025-02-19,0,train,0.3921782466930728,30,1517860,2971180,62765280900,"[0.38,0.46)__X__[0.22,0.34)"
142068,2025-02-19,1,train,0.4502997057703295,10,15000,15000,117288900,"[0.38,0.46)__X__[0.22,0.34)"
142075,2025-02-19,0,train,0.3621311568313647,0,22000,335000,38192400,"[0.31,0.38)__X__[0.14,0.22)"
142077,2025-02-19,0,train,0.24275996118083543,60,448800,1485600,4960384900,"[0.25,0.31)__X__[0.08,0.14)"
142080,2025-02-19,0,train,0.3238661117631031,10,415490,2412560,46240000,"[0.31,0.38)__X__[0.14,0.22)"
142081,2025-02-19,0,train,0.15734734703517383,130,6593700,14988360,1607088644100,"[-Inf,0.25)__X__[-Inf,0.08)"
142083,2025-02-19,0,train,0.35639471146199486,20,90000,401790,1179235600,"[0.31,0.38)__X__[0.08,0.14)"
142090,2025-02-19,1,train,0.5788064354608643,0,210000,319000,1798608100,"[0.46, Inf)__X__[0.34, Inf)"
142094,2025-02-19,0,train,0.4160785576447538,100,22000,22000,125440000,"[0.38,0.46)__X__[0.22,0.34)"
142098,2025-02-19,0,train,0.3023882434461447,70,841660,1915660,3031603600,"[0.31,0.38)__X__[0.14,0.22)"
142099,2025-02-19,0,train,0.4629318931535226,0,NA,NA,15523600,"[0.38,0.46)__X__[0.22,0.34)"
142100,2025-02-19,1,train,0.4637977194800776,10,32000,537000,82593012100,"[0.38,0.46)__X__[0.22,0.34)"
142103,2025-02-19,0,train,0.33707891608791424,60,42000,268420,207072100,"[0.31,0.38)__X__[0.14,0.22)"
142104,2025-02-19,0,train,0.40677851419598643,30,168000,769000,0,"[0.38,0.46)__X__[0.22,0.34)"
142112,2025-02-19,0,train,0.1777970973396221,20,2315990,2152130,5023974400,"[-Inf,0.25)__X__[-Inf,0.08)"
142115,2025-02-19,1,train,0.2683943572760744,30,385840,515370,5644516900,"[0.25,0.31)__X__[0.08,0.14)"
142119,2025-02-19,0,train,0.4160785576447538,160,80000,16000,20702500,"[0.38,0.46)__X__[0.22,0.34)"
142123,2025-02-19,0,train,0.23544696324489858,50,1226130,2833330,64541402500,"[0.25,0.31)__X__[0.08,0.14)"
142125,2025-02-19,1,train,0.3869864985811524,0,96000,96000,1618452900,"[0.31,0.38)__X__[0.14,0.22)"
142127,2025-02-19,0,train,0.5858982919306336,10,40000,19000,213744400,"[0.46, Inf)__X__[0.34, Inf)"
142128,2025-02-19,0,train,0.4502997057703295,20,NA,0,0,"[0.38,0.46)__X__[0.22,0.34)"
142129,2025-02-19,1,train,0.37902056672681417,0,58000,597000,10828483600,"[0.31,0.38)__X__[0.14,0.22)"
142131,2025-02-19,0,train,0.403669919186203,10,140500,2589960,2940892900,"[0.38,0.46)__X__[0.22,0.34)"
142139,2025-02-19,0,train,0.34472076342834057,40,183830,787990,30639001600,"[0.31,0.38)__X__[0.14,0.22)"
142140,2025-02-19,0,train,0.3227938516907923,60,447000,903000,38702692900,"[0.31,0.38)__X__[0.14,0.22)"
142142,2025-02-19,1,train,0.36905835957326255,30,62000,41000,24498510400,"[0.31,0.38)__X__[0.14,0.22)"
142149,2025-02-19,0,train,0.3127148534827264,0,1747740,15081220,4900,"[0.31,0.38)__X__[0.14,0.22)"
142158,2025-02-19,0,train,0.37497975076809803,10,32000,13000,1111555600,"[0.31,0.38)__X__[0.14,0.22)"
142164,2025-02-19,0,train,0.3227938516907923,100,490300,864000,82644750400,"[0.31,0.38)__X__[0.14,0.22)"
142167,2025-02-19,1,train,0.43260495681753075,30,0,0,351187600,"[0.38,0.46)__X__[0.22,0.34)"
142169,2025-02-19,1,train,0.5351912425621639,10,1046020,2109520,1059502500,"[0.46, Inf)__X__[0.34, Inf)"
142171,2025-02-19,1,train,0.3296014228383328,70,289000,401700,7985209600,"[0.31,0.38)__X__[0.14,0.22)"
142176,2025-02-19,0,train,0.24817480110917353,70,615260,813840,46078915600,"[0.25,0.31)__X__[0.08,0.14)"
142179,2025-02-19,1,train,0.28026472936979124,40,223000,263000,2474067600,"[0.25,0.31)__X__[0.08,0.14)"
142184,2025-02-19,1,train,0.5858982919306336,20,26000,49740,508502500,"[0.46, Inf)__X__[0.34, Inf)"
142187,2025-02-19,0,train,0.2414164521454075,80,352000,2886740,194878102500,"[0.25,0.31)__X__[0.08,0.14)"
142188,2025-02-19,0,train,0.4079269744052248,60,257000,315000,11517582400,"[0.38,0.46)__X__[0.14,0.22)"
142189,2025-02-19,1,train,0.3047131925458276,10,304780,280400,14791424400,"[0.25,0.31)__X__[0.08,0.14)"
142197,2025-02-19,0,train,0.4224075146240253,60,57000,63000,2568462400,"[0.38,0.46)__X__[0.22,0.34)"
142199,2025-02-19,0,train,0.34472076342834057,40,200000,406000,4805262400,"[0.31,0.38)__X__[0.14,0.22)"
142200,2025-02-19,0,train,0.568384656220722,40,140000,250000,295840000,"[0.46, Inf)__X__[0.34, Inf)"
142203,2025-02-19,1,train,0.45046005029369457,30,32000,198980,3365160100,"[0.38,0.46)__X__[0.22,0.34)"
142204,2025-02-19,0,train,0.3401069265545798,40,NA,496000,1547635600,"[0.31,0.38)__X__[0.14,0.22)"
142205,2025-02-19,1,train,0.5777113252426841,10,319500,664000,7084588900,"[0.46, Inf)__X__[0.34, Inf)"
142206,2025-02-19,0,train,0.42301004680422694,70,322890,683790,130205505600,"[0.38,0.46)__X__[0.22,0.34)"
142207,2025-02-19,1,train,0.32508955416028457,60,57000,319300,2389254400,"[0.31,0.38)__X__[0.14,0.22)"
142208,2025-02-19,1,train,0.3127148534827264,0,1004000,3243730,92160000,"[0.31,0.38)__X__[0.14,0.22)"
142209,2025-02-19,0,train,0.4567420368232784,20,140420,215400,2535122500,"[0.38,0.46)__X__[0.22,0.34)"
142214,2025-02-19,0,train,0.25144034040220625,70,156000,649920,2091232900,"[0.25,0.31)__X__[0.08,0.14)"
142215,2025-02-19,0,train,0.4274146829880526,80,257140,271000,8239192900,"[0.38,0.46)__X__[0.22,0.34)"
142224,2025-02-19,0,train,0.15808444092143156,40,1201850,2653850,17921176900,"[-Inf,0.25)__X__[-Inf,0.08)"
142225,2025-02-19,0,train,0.4273044368349556,0,NA,7000000,13377235600,"[0.38,0.46)__X__[0.22,0.34)"
142226,2025-02-19,0,train,0.35736890143204564,0,186000,1016800,4489000000,"[0.31,0.38)__X__[0.14,0.22)"
142229,2025-02-19,0,train,0.22445015462704965,80,2800180,6819970,28730250000,"[0.25,0.31)__X__[0.08,0.14)"
142231,2025-02-19,0,train,0.5777113252426841,20,218000,355500,4170576400,"[0.46, Inf)__X__[0.34, Inf)"
142239,2025-02-19,1,train,0.28800599301708657,10,243980,612980,5409602500,"[0.25,0.31)__X__[0.08,0.14)"
142243,2025-02-19,1,train,0.4243649017381203,40,342610,306080,8645280400,"[0.38,0.46)__X__[0.22,0.34)"
142245,2025-02-19,1,train,0.6044265758141921,0,80000,80000,1755610000,"[0.46, Inf)__X__[0.34, Inf)"
142250,2025-02-19,1,train,0.574552583993545,0,601080,1724480,208054576900,"[0.46, Inf)__X__[0.34, Inf)"
142253,2025-02-19,1,train,0.5215616886544997,90,147270,989560,2396102500,"[0.46, Inf)__X__[0.34, Inf)"
142268,2025-02-19,0,train,0.2602786557779132,80,333000,351000,3034908100,"[0.25,0.31)__X__[0.08,0.14)"
142273,2025-02-19,0,train,0.3523609782698333,30,16000,38000,919302400,"[0.31,0.38)__X__[0.14,0.22)"
142277,2025-02-19,1,train,0.42024335293942716,0,310310,1486610,0,"[0.38,0.46)__X__[0.22,0.34)"
142278,2025-02-19,1,train,0.4629318931535226,0,36600,205700,343360900,"[0.38,0.46)__X__[0.22,0.34)"
142279,2025-02-19,0,train,0.2744323459521321,20,327570,2145360,5211396100,"[0.25,0.31)__X__[0.08,0.14)"
142282,2025-02-19,0,train,0.40598803177046155,0,901500,1812000,226803600,"[0.38,0.46)__X__[0.22,0.34)"
142283,2025-02-19,1,train,0.45092811105163483,10,357520,691980,147494402500,"[0.38,0.46)__X__[0.22,0.34)"
142289,2025-02-19,1,train,0.5422154327575698,30,364820,418320,1528028100,"[0.46, Inf)__X__[0.34, Inf)"
142293,2025-02-19,1,train,0.3967495731842558,60,12000,687440,888636100,"[0.38,0.46)__X__[0.22,0.34)"
142302,2025-02-19,0,train,0.368642027311844,80,437100,2343120,262764100,"[0.38,0.46)__X__[0.22,0.34)"
142308,2025-02-19,0,train,0.40598803177046155,0,2235750,2341710,82264900,"[0.38,0.46)__X__[0.22,0.34)"
142315,2025-02-19,0,train,0.4440489384485494,40,215820,5000,3297056400,"[0.38,0.46)__X__[0.22,0.34)"
142317,2025-02-19,0,train,0.3523609782698333,30,26000,50000,992250000,"[0.31,0.38)__X__[0.14,0.22)"
142318,2025-02-19,0,train,0.37471246341410686,60,489600,994200,1002355600,"[0.38,0.46)__X__[0.22,0.34)"
142320,2025-02-19,1,train,0.45031478151718984,20,196480,124480,1401753600,"[0.38,0.46)__X__[0.22,0.34)"
142321,2025-02-19,1,train,0.40598803177046155,0,1169200,1504800,24403600,"[0.38,0.46)__X__[0.22,0.34)"
142328,2025-02-19,0,train,0.3003893598004608,20,0,0,1262380900,"[0.25,0.31)__X__[0.08,0.14)"
142335,2025-02-19,1,train,0.39392507401842913,30,616280,821390,3430444900,"[0.38,0.46)__X__[0.22,0.34)"
142352,2025-02-19,1,train,0.272864801708384,0,702000,818000,32811699600,"[0.25,0.31)__X__[0.08,0.14)"
142354,2025-02-19,1,train,0.4567420368232784,20,30000,58000,1455422500,"[0.38,0.46)__X__[0.22,0.34)"
142355,2025-02-19,1,train,0.5825685448930632,0,498000,892000,83255331600,"[0.46, Inf)__X__[0.34, Inf)"
142356,2025-02-19,1,train,0.3082460262840504,60,550000,535360,375584400,"[0.31,0.38)__X__[0.14,0.22)"
142360,2025-02-19,0,train,0.4964967194654205,0,98000,210000,56430002500,"[0.38,0.46)__X__[0.22,0.34)"
142364,2025-02-19,0,train,0.6033524296162132,10,114000,236000,28849022500,"[0.46, Inf)__X__[0.34, Inf)"
142373,2025-02-19,0,train,0.2733867409891537,20,168000,518000,407636100,"[0.25,0.31)__X__[0.08,0.14)"
142376,2025-02-19,0,train,0.3506021743093544,30,93640,688840,21161520900,"[0.31,0.38)__X__[0.14,0.22)"
142382,2025-02-19,0,train,0.24784401388480562,30,1311000,3374600,78472816900,"[0.25,0.31)__X__[0.08,0.14)"
142388,2025-02-19,1,train,0.28552560894793266,40,51000,34000,1569744400,"[0.25,0.31)__X__[0.08,0.14)"
142399,2025-02-19,0,train,0.4326199063875176,40,240000,240000,1305376900,"[0.38,0.46)__X__[0.22,0.34)"
142403,2025-02-19,0,train,0.4067952262331189,30,377000,377000,1198544400,"[0.38,0.46)__X__[0.22,0.34)"
139958,2025-02-18,0,train,0.578791587491873,0,127990,614990,570254400,"[0.46, Inf)__X__[0.34, Inf)"
139959,2025-02-18,1,train,0.42657448126908215,0,149500,1229580,7022500,"[0.38,0.46)__X__[0.22,0.34)"
139960,2025-02-18,0,train,0.38935815122942985,0,1461000,4643240,510760000,"[0.38,0.46)__X__[0.22,0.34)"
139962,2025-02-18,0,train,0.45046005029369457,30,120220,218800,3758916100,"[0.38,0.46)__X__[0.22,0.34)"
139963,2025-02-18,0,train,0.20244470673189388,30,0,272600,11359296400,"[-Inf,0.25)__X__[-Inf,0.08)"
139964,2025-02-18,0,train,0.3183286776762032,0,1527810,3128730,1851580900,"[0.31,0.38)__X__[0.14,0.22)"
139965,2025-02-18,0,train,0.45046005029369457,30,56000,91000,5913610000,"[0.38,0.46)__X__[0.14,0.22)"
139966,2025-02-18,0,train,0.5724566419947079,0,315160,388090,165636900,"[0.46, Inf)__X__[0.34, Inf)"
139967,2025-02-18,1,train,0.3583154693737441,40,54000,86500,1292402500,"[0.31,0.38)__X__[0.14,0.22)"
139968,2025-02-18,0,train,0.5971297597312608,10,174000,250240,6645510400,"[0.46, Inf)__X__[0.34, Inf)"
139969,2025-02-18,0,train,0.4502997057703295,20,48000,110400,647193600,"[0.38,0.46)__X__[0.22,0.34)"
139971,2025-02-18,1,train,0.43260495681753075,30,0,0,718240000,"[0.38,0.46)__X__[0.22,0.34)"
139975,2025-02-18,0,train,0.4629318931535226,0,124320,268500,0,"[0.38,0.46)__X__[0.22,0.34)"
139977,2025-02-18,1,train,0.5858982919306336,10,NA,0,0,"[0.46, Inf)__X__[0.34, Inf)"
139978,2025-02-18,0,train,0.3523609782698333,30,0,0,776179600,"[0.31,0.38)__X__[0.14,0.22)"
139979,2025-02-18,1,train,0.4217778512505327,0,3136300,11966700,44247122500,"[0.38,0.46)__X__[0.22,0.34)"
139980,2025-02-18,0,train,0.44950140973086333,0,52000,514200,1696616100,"[0.38,0.46)__X__[0.22,0.34)"
139986,2025-02-18,0,train,0.26509003216140825,0,471540,1362340,338560000,"[0.25,0.31)__X__[0.08,0.14)"
139989,2025-02-18,1,train,0.4502997057703295,10,12000,145090,274233600,"[0.38,0.46)__X__[0.22,0.34)"
139990,2025-02-18,0,train,0.41420511800171234,50,30000,739390,3316608100,"[0.38,0.46)__X__[0.22,0.34)"
139993,2025-02-18,1,train,0.568384656220722,30,NA,NA,0,"[0.46, Inf)__X__[0.34, Inf)"
139996,2025-02-18,1,train,0.4629318931535226,0,0,0,4900,"[0.38,0.46)__X__[0.22,0.34)"
139997,2025-02-18,0,train,0.4389963051411513,40,0,197160,2672890000,"[0.38,0.46)__X__[0.22,0.34)"
139998,2025-02-18,1,train,0.5981948966699439,0,20000,NA,42902500,"[0.46, Inf)__X__[0.34, Inf)"
139999,2025-02-18,1,train,0.4160785576447538,60,25320,220880,66096900,"[0.38,0.46)__X__[0.22,0.34)"
140002,2025-02-18,0,train,0.3859217806877368,10,40000,74000,8888718400,"[0.31,0.38)__X__[0.14,0.22)"
140003,2025-02-18,0,train,0.5981948966699439,0,42310,6000,0,"[0.46, Inf)__X__[0.34, Inf)"
140004,2025-02-18,1,train,0.5825685448930632,0,385330,2413040,103735526400,"[0.46, Inf)__X__[0.34, Inf)"
140005,2025-02-18,0,train,0.36289064997545084,20,278000,294000,934524900,"[0.31,0.38)__X__[0.08,0.14)"
140006,2025-02-18,0,train,0.5559447546312227,0,191050,1899560,170302500,"[0.46, Inf)__X__[0.34, Inf)"
140010,2025-02-18,1,train,0.41305131343863266,30,NA,333340,112784400,"[0.38,0.46)__X__[0.22,0.34)"
140011,2025-02-18,1,train,0.5601114012611821,30,336290,516930,6267888900,"[0.46, Inf)__X__[0.34, Inf)"
140012,2025-02-18,0,train,0.37677448011934417,40,1128970,1949830,974688400,"[0.38,0.46)__X__[0.22,0.34)"
140013,2025-02-18,0,train,0.3633464507679498,0,93480,1283120,9990002500,"[0.31,0.38)__X__[0.14,0.22)"
140014,2025-02-18,0,train,0.2796262797148044,10,133630,1018200,4079376900,"[0.25,0.31)__X__[0.08,0.14)"
140015,2025-02-18,1,train,0.4564907260000701,0,235000,215000,0,"[0.38,0.46)__X__[0.22,0.34)"
140016,2025-02-18,1,train,0.3240079718690526,30,519000,1382360,10675022400,"[0.31,0.38)__X__[0.14,0.22)"
140017,2025-02-18,0,train,0.3296014228383328,50,161000,416000,3832848100,"[0.31,0.38)__X__[0.14,0.22)"
140019,2025-02-18,0,train,0.4502997057703295,20,11000,16000,0,"[0.38,0.46)__X__[0.22,0.34)"
140020,2025-02-18,1,train,0.4629318931535226,0,0,0,96040000,"[0.38,0.46)__X__[0.22,0.34)"
140021,2025-02-18,0,train,0.4242066756965614,20,158880,345920,770617600,"[0.38,0.46)__X__[0.22,0.34)"
140022,2025-02-18,0,train,0.18544777570936466,10,254500,4197880,44289202500,"[-Inf,0.25)__X__[-Inf,0.08)"
140025,2025-02-18,1,train,0.578791587491873,0,102500,335000,0,"[0.46, Inf)__X__[0.34, Inf)"
140027,2025-02-18,0,train,0.4502997057703295,10,20000,83160,1166400,"[0.38,0.46)__X__[0.22,0.34)"
140028,2025-02-18,0,train,0.6239968186878302,0,205000,153500,78697080900,"[0.46, Inf)__X__[0.34, Inf)"
140030,2025-02-18,0,train,0.35344733980885296,60,95000,148000,3744216100,"[0.31,0.38)__X__[0.08,0.14)"
140031,2025-02-18,0,train,0.4629318931535226,0,89220,0,0,"[0.38,0.46)__X__[0.22,0.34)"
140032,2025-02-18,0,train,0.15832064599294832,130,669520,1839250,3322369600,"[-Inf,0.25)__X__[-Inf,0.08)"
140033,2025-02-18,0,train,0.33431093951726704,30,200000,300000,2275290000,"[0.31,0.38)__X__[0.14,0.22)"
140036,2025-02-18,1,train,0.4160785576447538,50,50000,37000,10432900,"[0.38,0.46)__X__[0.22,0.34)"
140038,2025-02-18,1,train,0.5253616878778795,60,154220,705670,871430400,"[0.46, Inf)__X__[0.34, Inf)"
140040,2025-02-18,0,train,0.4274146829880526,60,276000,258000,15640003600,"[0.38,0.46)__X__[0.14,0.22)"
140041,2025-02-18,1,train,0.5981948966699439,0,0,0,0,"[0.46, Inf)__X__[0.34, Inf)"
140043,2025-02-18,0,train,0.4303218331343734,0,376650,693710,5904900,"[0.38,0.46)__X__[0.22,0.34)"
140044,2025-02-18,1,train,0.3278286363828243,0,1240000,2266000,0,"[0.31,0.38)__X__[0.14,0.22)"
140046,2025-02-18,0,train,0.25937708788149966,40,522410,455420,1131649600,"[0.25,0.31)__X__[0.08,0.14)"
140048,2025-02-18,0,train,0.28552560894793266,30,45000,252260,2588774400,"[0.25,0.31)__X__[0.08,0.14)"
140050,2025-02-18,1,train,0.5788064354608643,0,194790,555310,1940402500,"[0.46, Inf)__X__[0.34, Inf)"
140051,2025-02-18,1,train,0.45046005029369457,30,23000,52000,4184796100,"[0.38,0.46)__X__[0.22,0.34)"
140053,2025-02-18,1,train,0.30688692070946433,40,600000,1000000,1645113600,"[0.31,0.38)__X__[0.14,0.22)"
140056,2025-02-18,0,train,0.5318237484760654,50,115780,350160,81721600,"[0.46, Inf)__X__[0.34, Inf)"
140057,2025-02-18,0,train,0.4502997057703295,20,NA,16000,135955600,"[0.38,0.46)__X__[0.22,0.34)"
140060,2025-02-18,1,train,0.3583154693737441,30,136000,136000,2704000000,"[0.31,0.38)__X__[0.14,0.22)"
140064,2025-02-18,0,train,0.6044265758141921,0,0,252000,1150566400,"[0.46, Inf)__X__[0.34, Inf)"
140065,2025-02-18,0,train,0.40804779269847774,30,175000,1427800,3089136400,"[0.38,0.46)__X__[0.22,0.34)"
140069,2025-02-18,0,train,0.4224075146240253,50,30000,52000,1986484900,"[0.38,0.46)__X__[0.22,0.34)"
140073,2025-02-18,0,train,0.15734734703517383,50,964000,4014900,86971908100,"[-Inf,0.25)__X__[-Inf,0.08)"
140074,2025-02-18,1,train,0.5517149109840201,50,26000,252780,404010000,"[0.46, Inf)__X__[0.34, Inf)"
140075,2025-02-18,1,train,0.34472076342834057,30,220000,343000,5015472400,"[0.31,0.38)__X__[0.14,0.22)"
140083,2025-02-18,0,train,0.5981948966699439,0,102000,0,0,"[0.46, Inf)__X__[0.34, Inf)"
140085,2025-02-18,0,train,0.33044424005013917,40,765000,1420000,135387202500,"[0.31,0.38)__X__[0.14,0.22)"
140087,2025-02-18,0,train,0.16652787943942854,30,4568500,8800960,205353985600,"[-Inf,0.25)__X__[-Inf,0.08)"
140097,2025-02-18,0,train,0.36905835957326255,30,75000,130000,6478640100,"[0.31,0.38)__X__[0.08,0.14)"
140105,2025-02-18,0,train,0.562062143389946,10,815480,2425710,40352774400,"[0.46, Inf)__X__[0.34, Inf)"
140106,2025-02-18,1,train,0.43260495681753075,30,94740,94740,115132900,"[0.38,0.46)__X__[0.22,0.34)"
140123,2025-02-18,1,train,0.28121302129887965,190,0,0,10426452100,"[0.25,0.31)__X__[0.08,0.14)"
140124,2025-02-18,0,train,0.609315241869323,0,226680,272180,4041144900,"[0.46, Inf)__X__[0.34, Inf)"
140128,2025-02-18,0,train,0.4029874273808881,140,103680,519380,1212432400,"[0.38,0.46)__X__[0.22,0.34)"
140131,2025-02-18,1,train,0.3296014228383328,60,340000,492000,25468968100,"[0.31,0.38)__X__[0.14,0.22)"
140132,2025-02-18,0,train,0.40598803177046155,0,1017200,823900,54760000,"[0.38,0.46)__X__[0.22,0.34)"
140133,2025-02-18,0,train,0.430553170453703,20,31000,555000,58369600,"[0.38,0.46)__X__[0.22,0.34)"
140136,2025-02-18,0,train,0.18376219276783543,0,343110,5614150,3887522500,"[-Inf,0.25)__X__[-Inf,0.08)"
140140,2025-02-18,0,train,0.3569183120765021,20,532200,197000,59136100,"[0.31,0.38)__X__[0.14,0.22)"
140141,2025-02-18,0,train,0.2456423578323662,0,2500500,3739700,0,"[0.25,0.31)__X__[0.08,0.14)"
140145,2025-02-18,1,train,0.4242066756965614,20,313450,627850,180633600,"[0.38,0.46)__X__[0.34, Inf)"
140149,2025-02-18,1,train,0.4502997057703295,10,100980,294750,9000000,"[0.38,0.46)__X__[0.22,0.34)"
140151,2025-02-18,1,train,0.3117264207650653,0,303000,375500,119446272100,"[0.25,0.31)__X__[0.08,0.14)"
140154,2025-02-18,1,train,0.5858982919306336,10,0,22580,765075600,"[0.46, Inf)__X__[0.34, Inf)"
140159,2025-02-18,1,train,0.4178871110115581,20,377340,399340,498182400,"[0.38,0.46)__X__[0.22,0.34)"
140164,2025-02-18,1,train,0.5858982919306336,10,39230,8000,48163600,"[0.46, Inf)__X__[0.34, Inf)"
140168,2025-02-18,0,train,0.4502997057703295,20,0,12000,441000000,"[0.38,0.46)__X__[0.22,0.34)"
