loan_date,loan_id,overall_score,email_score,phone_score,name_score,accounts_number,total_accounts_number,utilities_accounts_count,gig_economy_accounts_count,finance_accounts_count,gambling_accounts_count,education_accounts_count,travel_accounts_count,streaming_accounts_count,news_accounts_count,ecommerce_accounts_count,real_estate_accounts_count,messenger_accounts_count,dating_accounts_count,gaming_accounts_count,automotive_accounts_count,social_media_accounts_count,job_search_accounts_count,sports_accounts_count,ride_hailing_accounts_count,crypto_accounts_count,business_utilities_accounts_count,adult_entertainment_accounts_count,payment_accounts_count,delivery_accounts_count,first_seen_number_of_days,full_names_number,email_addresses_amount,phone_numbers_amount,name_valid,name_risk_type,name_gender,name_matched,first_name_equal_last_name,first_name_is_redundant,last_name_is_redundant,first_name_length,last_name_length,data_leaks_count,email_valid,email_deliverability,email_disposable,email_first_name,email_phone_numbers,email_generic,email_common,email_user_activity,email_spam_trap_score,email_frequent_complainer,email_suspect,email_recent_abuse,email_domain_age,email_domain_velocity,email_domain_trust,email_suggested_domain,email_smtp_score,email_overall_score,email_risky_tld,email_spf_record,email_dmarc_record,email_match_internal,email_google_name_valid,email_format_is_bad,email_has_only_one_digit,email_has_stop_words,email_name_risk_type,email_account_vowels_count,email_account_consonants_count,email_account_length,email_account_digit_count,email_social_has_profile_picture,email_data_leaks_count,phone_valid,phone_active,phone_associated_emails,phone_carrier,phone_line_type,phone_user_activity,phone_recent_abuse,phone_spammer,phone_voip,phone_prepaid,phone_risky,phone_country,phone_social_has_profile_picture,phone_data_leaks_count,telegram_is_verified,telegram_is_scam,telegram_is_fake,telegram_status,telegram_premium,telegram_can_be_called,telegram_support_video_calls,telegram_has_private_calls,telegram_is_blocked,true_caller_photo,true_caller_birthday,true_caller_gender,true_caller_country_code,true_caller_city,true_caller_street,true_caller_zipcode,true_caller_internet_addresses,true_caller_company,true_caller_position,true_caller_operator,whatsapp_is_user,whatsapp_is_business,whatsapp_about,whatsapp_country_code,target,indrive_score
4/1/2025,01963f85-9a06-7308-84ff-5790cab6795c,650,650,850,850,4,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2331,1,2,1,TRUE,N/A,male,no_match,FALSE,FALSE,FALSE,7,7,0,TRUE,medium,FALSE,Unknown,,FALSE,TRUE,,none,FALSE,FALSE,FALSE,10993,high,trusted,N/A,3,4,FALSE,TRUE,TRUE,,,FALSE,FALSE,FALSE,N/A,3,4,13,6,TRUE,0,TRUE,TRUE,,Telcel (Radiomovil Dipsa S.A.),Wireless,,FALSE,FALSE,,FALSE,FALSE,MX,FALSE,0,FALSE,FALSE,FALSE,UserStatusRecently,FALSE,TRUE,TRUE,FALSE,FALSE,,,,MX,Hermosillo,,,,,,"Radiomovil Dipsa, S.A. De C.V.",TRUE,FALSE,,MX,1,0.564871617
4/1/2025,01967d81-21fa-7b10-802f-04d3f48f3f65,650,650,880,850,5,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,588,2,1,1,TRUE,N/A,male,partial_match,FALSE,FALSE,FALSE,7,14,0,TRUE,high,FALSE,Unknown,,FALSE,TRUE,,none,FALSE,FALSE,FALSE,10993,high,trusted,N/A,3,4,FALSE,TRUE,TRUE,,TRUE,FALSE,FALSE,FALSE,N/A,6,6,14,2,TRUE,0,TRUE,TRUE,,Telcel (Radiomovil Dipsa S.A.),Wireless,,FALSE,FALSE,,FALSE,FALSE,MX,FALSE,0,FALSE,FALSE,FALSE,UserStatusOffline,FALSE,TRUE,TRUE,FALSE,FALSE,,,,MX,Cuauhtemoc,,,,,,"Radiomovil Dipsa, S.A. De C.V.",TRUE,FALSE,,MX,1,0.41149321
4/1/2025,01960323-3d9a-7598-a168-ec8aee420a2b,650,650,880,850,5,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,420,2,1,1,TRUE,N/A,male,partial_match,FALSE,FALSE,FALSE,7,17,0,TRUE,high,FALSE,Unknown,,FALSE,TRUE,,none,FALSE,FALSE,FALSE,10993,high,trusted,N/A,3,4,FALSE,TRUE,TRUE,,TRUE,FALSE,FALSE,FALSE,N/A,5,4,11,2,TRUE,0,TRUE,TRUE,,Telcel (Radiomovil Dipsa S.A.),Wireless,,FALSE,FALSE,,FALSE,FALSE,MX,FALSE,0,FALSE,FALSE,FALSE,UserStatusOffline,FALSE,TRUE,TRUE,FALSE,FALSE,,,,MX,Tuxtla Gutierrez,,,,,,"Radiomovil Dipsa, S.A. De C.V.",TRUE,FALSE,,MX,1,0.719309814
4/1/2025,0196820e-7ead-7ca3-9154-21bebd32efc3,650,650,850,850,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1013,0,1,1,TRUE,N/A,unknown,,FALSE,FALSE,FALSE,15,16,0,TRUE,high,FALSE,Unknown,,FALSE,TRUE,,none,FALSE,FALSE,FALSE,10993,high,trusted,N/A,3,4,FALSE,TRUE,TRUE,,,FALSE,FALSE,FALSE,N/A,5,7,14,2,TRUE,0,TRUE,TRUE,,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",Wireless,,FALSE,FALSE,,FALSE,FALSE,MX,FALSE,0,,,,,,,,,,,,,MX,Guadalajara,,,,,,"AT&T Comercializacion Movil, S. DE R.L. DE C.V.",TRUE,FALSE,,MX,1,0.465142679
4/1/2025,019634e4-7c17-767c-bb1a-a6ed3bbe88a9,650,650,850,850,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,156,2,1,1,TRUE,N/A,unknown,full_match,FALSE,FALSE,FALSE,7,13,0,TRUE,high,FALSE,Unknown,,FALSE,TRUE,,none,FALSE,FALSE,FALSE,10993,high,trusted,N/A,3,4,FALSE,TRUE,TRUE,,TRUE,FALSE,FALSE,FALSE,N/A,6,6,16,4,TRUE,0,TRUE,TRUE,,"ALTAN REDES, S.A.P.I. DE C.V.",Wireless,,FALSE,FALSE,,FALSE,FALSE,MX,FALSE,0,,,,,,,,,,,,,MX,Villahermosa,,,,,,"Altan Redes, S.A.P.I. DE C.V.",TRUE,FALSE,,MX,0,0.096790567
4/1/2025,019653d8-7e08-74aa-b7d8-dea04fea5db2,650,650,850,650,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2331,1,1,1,TRUE,N/A,female,full_match,FALSE,FALSE,FALSE,3,16,0,TRUE,high,FALSE,Unknown,,FALSE,TRUE,,none,FALSE,FALSE,FALSE,10993,high,trusted,N/A,3,4,FALSE,TRUE,TRUE,,TRUE,FALSE,FALSE,FALSE,N/A,7,11,18,0,TRUE,0,TRUE,TRUE,,Telcel (Radiomovil Dipsa S.A.),Wireless,,FALSE,FALSE,,FALSE,FALSE,MX,FALSE,0,,,,,,,,,,,,,MX,Hermosillo,,,,,,"Radiomovil Dipsa, S.A. De C.V.",TRUE,FALSE,,MX,0,0.339767898
4/1/2025,019640fb-47da-720f-a7bc-8fd1532e26ac,650,650,850,850,3,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,402,1,1,1,TRUE,N/A,unknown,partial_match,FALSE,FALSE,FALSE,11,13,0,TRUE,high,FALSE,Unknown,,FALSE,TRUE,,none,FALSE,FALSE,FALSE,10993,high,trusted,N/A,3,4,FALSE,TRUE,TRUE,,TRUE,FALSE,FALSE,FALSE,N/A,4,4,11,3,TRUE,0,TRUE,TRUE,,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",Wireless,,FALSE,FALSE,,FALSE,FALSE,MX,FALSE,0,FALSE,FALSE,FALSE,UserStatusOffline,FALSE,TRUE,TRUE,FALSE,FALSE,,,,MX,Guadalajara,,,,,,"AT&T Comercializacion Movil, S. DE R.L. DE C.V.",TRUE,FALSE,,MX,0,0.355544079
4/1/2025,01966dbf-fd3e-7ac5-86bc-f25d88f9181d,650,650,850,850,4,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4048,1,1,1,TRUE,N/A,male,partial_match,FALSE,FALSE,FALSE,6,15,2,TRUE,high,FALSE,Unknown,,FALSE,TRUE,,none,FALSE,FALSE,FALSE,10993,high,trusted,N/A,3,4,FALSE,TRUE,TRUE,,TRUE,FALSE,FALSE,FALSE,N/A,7,7,14,0,TRUE,2,TRUE,TRUE,,Telcel (Radiomovil Dipsa S.A.),Wireless,,FALSE,FALSE,,FALSE,FALSE,MX,FALSE,0,,,,,,,,,,,,,MX,Ciudad Monterrey,,,,,,"Freedompop Mexico, S.A. DE C.V.",TRUE,FALSE,,MX,1,0.56250559
4/1/2025,019649fe-92d6-719c-a20a-bfba8420e4d9,360,490,360,850,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,1,1,TRUE,N/A,female,,FALSE,FALSE,FALSE,17,14,0,TRUE,low,FALSE,Unknown,,FALSE,TRUE,,none,FALSE,FALSE,FALSE,10993,high,trusted,N/A,3,4,FALSE,TRUE,TRUE,,,FALSE,FALSE,FALSE,N/A,6,6,18,4,TRUE,0,TRUE,FALSE,,Minatitlan Veracruz,Landline,,FALSE,FALSE,,,FALSE,MX,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0.643204665
4/1/2025,0196473b-5707-740e-ad72-167278398bff,510,510,650,850,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,152,0,1,1,TRUE,N/A,male,,FALSE,FALSE,FALSE,6,15,0,TRUE,low,FALSE,Unknown,,FALSE,TRUE,,none,FALSE,TRUE,FALSE,10993,high,trusted,N/A,2,3,FALSE,TRUE,TRUE,,,FALSE,FALSE,FALSE,N/A,8,8,20,4,TRUE,0,TRUE,TRUE,,Telcel (Radiomovil Dipsa S.A.),Wireless,,FALSE,FALSE,,FALSE,FALSE,MX,FALSE,0,,,,,,,,,,,,,MX,Ciudad Obregon,,,,,,"Radiomovil Dipsa, S.A. De C.V.",TRUE,FALSE,,MX,0,0.351106067
4/1/2025,01963b5b-85d8-7f75-b1d9-21d0cc90d198,650,650,850,850,4,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,155,1,1,1,TRUE,N/A,male,partial_match,FALSE,FALSE,FALSE,6,16,0,TRUE,high,FALSE,Unknown,,FALSE,TRUE,,none,FALSE,FALSE,FALSE,10993,high,trusted,N/A,3,4,FALSE,TRUE,TRUE,,,FALSE,FALSE,FALSE,N/A,5,6,14,2,TRUE,0,TRUE,TRUE,,"PEGASO PCS, S.A. DE C.V. (Movistar)",Wireless,,FALSE,FALSE,,FALSE,FALSE,MX,FALSE,0,FALSE,FALSE,FALSE,UserStatusOffline,FALSE,TRUE,TRUE,FALSE,FALSE,,,,MX,Azcapotzalco,,,,,,"Pegaso PCS, S.A. de C.V.",TRUE,FALSE,Don't be afraid,MX,1,0.765795893
4/1/2025,01967dfd-1e37-7a50-bd56-1347fb33eb26,650,650,880,850,4,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,2239,3,1,1,TRUE,N/A,unknown,partial_match,FALSE,FALSE,FALSE,4,15,1,TRUE,high,FALSE,Unknown,,FALSE,TRUE,,none,FALSE,FALSE,FALSE,10993,high,trusted,N/A,3,4,FALSE,TRUE,TRUE,,,FALSE,FALSE,FALSE,N/A,5,6,14,3,TRUE,0,TRUE,TRUE,,Telcel (Radiomovil Dipsa S.A.),Wireless,,FALSE,FALSE,,FALSE,FALSE,MX,FALSE,1,FALSE,FALSE,FALSE,UserStatusOffline,FALSE,TRUE,TRUE,FALSE,FALSE,,,,MX,Puerto Vallarta,,,,,,"Radiomovil Dipsa, S.A. De C.V.",TRUE,FALSE,En el trabajo,MX,1,0.553539483
4/1/2025,01962b45-78c5-77cf-992f-550de9169cea,650,650,880,850,5,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,812,1,1,1,TRUE,N/A,male,partial_match,FALSE,FALSE,FALSE,6,5,0,TRUE,high,FALSE,Unknown,,FALSE,TRUE,,none,FALSE,FALSE,FALSE,10993,high,trusted,N/A,3,4,FALSE,TRUE,TRUE,,TRUE,FALSE,FALSE,FALSE,N/A,3,2,9,4,TRUE,0,TRUE,TRUE,,"ALTAN REDES, S.A.P.I. DE C.V.",Wireless,,FALSE,FALSE,,FALSE,FALSE,MX,FALSE,0,FALSE,FALSE,FALSE,UserStatusLastMonth,FALSE,TRUE,TRUE,FALSE,FALSE,,,,MX,Azcapotzalco,,,,,,"Altan Redes, S.A.P.I. DE C.V.",TRUE,FALSE,,MX,0,0.655742263
4/1/2025,019681f6-ddd2-7ca0-a58e-b2c2364213b2,150,150,850,850,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1445,1,1,1,TRUE,N/A,male,partial_match,FALSE,FALSE,FALSE,6,13,0,FALSE,low,FALSE,Unknown,,FALSE,TRUE,,none,FALSE,FALSE,FALSE,10993,high,trusted,N/A,1,1,FALSE,TRUE,TRUE,,TRUE,FALSE,FALSE,FALSE,N/A,4,2,9,3,TRUE,0,TRUE,TRUE,,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",Wireless,,FALSE,FALSE,,FALSE,FALSE,MX,FALSE,0,,,,,,,,,,,,,MX,Cuauhtemoc,,,,,,"AT&T Comercializacion Movil, S. DE R.L. DE C.V.",TRUE,FALSE,ðŸ˜œðŸ˜Ž,MX,1,0.405278893
4/1/2025,01965874-70ca-72c2-888c-fc9a90ba4925,610,610,850,850,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,795,1,1,1,TRUE,N/A,male,partial_match,FALSE,FALSE,FALSE,6,14,0,TRUE,high,FALSE,Unknown,,FALSE,TRUE,,none,FALSE,FALSE,FALSE,11353,high,trusted,N/A,3,4,FALSE,TRUE,TRUE,,,FALSE,FALSE,FALSE,N/A,8,11,19,0,FALSE,0,TRUE,TRUE,,"PEGASO PCS, S.A. DE C.V. (Movistar)",Wireless,,FALSE,FALSE,,FALSE,FALSE,MX,FALSE,0,FALSE,FALSE,FALSE,UserStatusOffline,FALSE,TRUE,TRUE,FALSE,FALSE,,,,MX,Saltillo,,,,,,"Pegaso PCS, S.A. de C.V.",TRUE,FALSE,Mi Angelito,MX,0,0.247414423
4/1/2025,01961c89-bc61-73ae-a334-5b765144e044,650,650,850,850,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,196,0,1,1,TRUE,N/A,male,,FALSE,FALSE,FALSE,6,17,0,TRUE,high,FALSE,Unknown,,FALSE,TRUE,,none,FALSE,FALSE,FALSE,10993,high,trusted,N/A,3,4,FALSE,TRUE,TRUE,,,FALSE,FALSE,FALSE,N/A,5,7,16,4,TRUE,0,TRUE,TRUE,,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",Wireless,,FALSE,FALSE,,FALSE,FALSE,MX,FALSE,0,,,,,,,,,,,,,MX,Guadalajara,,,,,,"AT&T Comercializacion Movil, S. DE R.L. DE C.V.",TRUE,FALSE,,MX,0,0.619541396
4/1/2025,01965dee-907f-7c95-971f-f683705e7238,570,570,850,850,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,TRUE,N/A,male,,FALSE,FALSE,FALSE,6,14,0,TRUE,low,FALSE,Unknown,,FALSE,TRUE,,none,FALSE,FALSE,FALSE,10766,high,trusted,N/A,3,4,FALSE,TRUE,TRUE,,,FALSE,TRUE,FALSE,N/A,6,8,16,1,FALSE,0,TRUE,TRUE,,Telcel (Radiomovil Dipsa S.A.),Wireless,,FALSE,FALSE,,FALSE,FALSE,MX,FALSE,0,,,,,,,,,,,,,MX,Juarez,,,,,,"Radiomovil Dipsa, S.A. De C.V.",TRUE,FALSE,,MX,0,0.331263904
4/1/2025,019683b1-7977-7d41-ab26-fa4c5b2e5024,650,650,920,850,6,6,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,725,1,1,1,TRUE,N/A,male,partial_match,FALSE,FALSE,FALSE,6,12,0,TRUE,low,FALSE,Unknown,,FALSE,TRUE,,none,FALSE,FALSE,FALSE,10993,high,trusted,N/A,3,4,FALSE,TRUE,TRUE,,,FALSE,FALSE,FALSE,N/A,3,5,14,4,TRUE,0,TRUE,TRUE,,Telcel (Radiomovil Dipsa S.A.),Wireless,,FALSE,FALSE,,FALSE,FALSE,MX,TRUE,0,FALSE,FALSE,FALSE,UserStatusOffline,FALSE,TRUE,TRUE,FALSE,FALSE,,,,MX,Leon de Los Aldama,,,,,,"Radiomovil Dipsa, S.A. De C.V.",TRUE,FALSE,,MX,1,0.744992665
4/1/2025,0196637d-a465-7b10-988d-1f4da5b40ff7,610,610,650,850,2,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2841,2,1,1,TRUE,N/A,male,no_match,FALSE,FALSE,FALSE,6,13,1,TRUE,high,FALSE,Unknown,,FALSE,TRUE,,none,FALSE,FALSE,FALSE,10766,high,trusted,N/A,3,4,FALSE,TRUE,TRUE,full_match,,FALSE,FALSE,FALSE,N/A,4,4,8,0,FALSE,1,TRUE,TRUE,,"PEGASO PCS, S.A. DE C.V. (Movistar)",Wireless,,FALSE,FALSE,,FALSE,FALSE,MX,FALSE,0,,,,,,,,,,,,,MX,Santiago de Queretaro,,,,,,"Pegaso PCS, S.A. de C.V.",TRUE,TRUE,,MX,1,0.348784716
